aX,aY,aZ,gX,gY,gZ
-0.812,0.624,1.184,-114.730,130.130,110.740
-0.803,0.703,1.187,-114.310,127.540,115.780
-0.828,0.737,1.218,-108.990,129.990,121.870
-0.856,0.721,1.355,-104.720,126.630,126.210
-0.894,0.737,1.528,-100.100,117.810,128.380
-0.914,0.744,1.627,-98.420,101.080,129.220
-0.914,0.732,1.670,-99.820,88.830,126.560
-0.898,0.773,1.716,-104.230,73.570,129.640
-0.895,0.819,1.724,-102.550,56.980,137.550
-0.874,0.763,1.709,-99.260,40.460,143.220
-0.854,0.644,1.635,-98.700,21.840,142.170
-0.828,0.561,1.562,-100.240,11.200,137.970
-0.817,0.532,1.503,-107.940,5.110,134.260
-0.801,0.516,1.477,-114.730,-1.260,134.190
-0.810,0.478,1.468,-115.290,-5.530,133.350
-0.804,0.450,1.543,-114.870,-17.010,130.340
-0.800,0.465,1.549,-118.580,-28.210,125.650
-0.806,0.549,1.509,-126.070,-36.680,125.510
-0.806,0.620,1.482,-129.990,-44.660,129.850
-0.826,0.630,1.436,-134.120,-54.670,135.170
-0.862,0.571,1.400,-135.520,-62.370,137.480
-0.859,0.436,1.340,-141.610,-68.740,129.430
-0.844,0.386,1.279,-150.080,-70.490,121.100
-0.820,0.396,1.254,-151.130,-69.930,116.690
-0.794,0.404,1.262,-175.910,-70.910,113.820
-0.787,0.407,1.284,-165.130,-70.280,112.420
-0.801,0.390,1.361,-167.020,-74.690,112.840
-0.799,0.332,1.415,-159.040,-85.820,111.160
-0.775,0.265,1.424,-151.130,-95.410,103.040
-0.760,0.222,1.384,-148.960,-102.480,96.390
-0.728,0.243,1.311,-148.050,-106.050,94.430
-0.703,0.254,1.278,-150.080,-106.190,94.570
-0.707,0.236,1.270,-146.860,-105.560,95.480
-0.716,0.180,1.291,-139.930,-109.970,94.780
-0.752,0.087,1.291,-142.520,-118.020,91.000
-0.729,-0.035,1.238,-146.790,-121.730,77.840
-0.686,-0.168,1.162,-155.260,-118.300,63.630
-0.631,-0.207,1.089,-159.250,-104.230,49.070
-0.573,-0.177,1.183,-157.150,-94.430,39.760
-0.552,-0.129,1.316,-150.500,-90.440,37.310
-0.528,-0.147,1.477,-136.780,-95.830,36.050
-0.524,-0.195,1.576,-122.150,-110.740,33.180
-0.518,-0.369,1.583,-107.450,-122.360,27.300
-0.523,-0.304,1.565,-100.240,-132.090,20.300
-0.508,-0.325,1.538,-95.340,-146.160,13.580
-0.495,-0.320,1.504,-90.230,-157.430,9.240
-0.485,-0.325,1.403,-79.450,-164.080,7.910
-0.480,-0.379,1.332,-76.160,-166.950,2.940
-0.458,-0.443,1.299,-72.310,-170.730,-8.330
-0.451,-0.446,1.280,-54.390,-176.750,-23.800
-0.440,-0.376,1.215,-64.960,-184.170,-31.850
-0.424,-0.297,1.036,-60.760,-188.440,-34.510
-0.404,-0.372,0.903,-50.260,-184.030,-32.760
-0.388,-0.311,0.840,-41.720,-176.470,-37.240
-0.354,-0.364,0.851,-36.260,-174.230,-48.930
-0.315,-0.292,0.862,-32.690,-175.420,-52.570
-0.287,-0.207,0.804,-26.320,-178.360,-49.560
-0.229,-0.230,0.723,-23.030,-177.030,-52.220
-0.197,-0.269,0.642,-25.970,-170.450,-57.260
-0.171,-0.222,0.647,-26.460,-163.800,-59.850
-0.123,-0.165,0.657,-26.110,-163.170,-60.550
-0.094,-0.117,0.636,-24.290,-163.520,-58.380
-0.089,-0.138,0.563,-25.970,-160.930,-60.340
-0.085,-0.174,0.456,-30.100,-156.100,-65.240
-0.068,-0.163,0.368,-35.210,-147.910,-66.710
-0.044,-0.207,0.325,-35.560,-134.400,-70.840
-0.027,-0.303,0.325,-42.420,-126.630,-89.950
-0.007,-0.269,0.302,-52.080,-117.810,-101.570
0.040,-0.136,0.305,-53.340,-107.030,-102.480
0.110,-0.024,0.366,-50.470,-102.270,-97.370
0.165,-0.002,0.409,-45.570,-99.540,-90.930
0.182,-0.003,0.436,-46.200,-98.140,-86.940
0.183,-0.041,0.403,-46.270,-93.870,-84.000
0.182,-0.141,0.393,-47.880,-88.340,-90.090
0.174,-0.238,0.420,-51.730,-84.210,-99.540
0.167,-0.214,0.446,-55.860,-81.830,-106.540
0.165,-0.128,0.423,-57.190,-80.010,-108.220
0.168,-0.037,0.404,-53.130,-78.330,-105.000
0.163,-0.046,0.376,-46.130,-75.390,-102.550
0.144,-0.128,0.395,-36.820,-75.320,-109.410
0.155,-0.230,0.358,-35.560,-75.180,-120.260

-0.330,1.528,0.701,44.730,186.970,-28.280
-0.324,1.446,0.624,24.080,158.130,-30.870
-0.300,1.521,0.376,15.400,157.430,-23.240
-0.272,1.622,0.185,13.650,167.090,-10.500
-0.252,1.632,0.035,27.160,189.560,4.760
-0.321,1.586,0.051,46.270,217.560,17.430
-0.362,1.444,0.293,59.920,239.470,15.330
-0.383,1.416,0.625,70.980,247.940,4.970
-0.417,1.573,0.827,76.790,247.170,4.690
-0.414,1.752,0.995,66.850,241.220,14.140
-0.383,1.842,1.134,62.160,221.830,28.910
-0.323,1.830,1.144,63.630,201.040,43.820
-0.268,1.719,1.067,63.140,184.800,58.380
-0.233,1.590,0.927,51.520,178.920,61.670
-0.200,1.495,0.815,36.400,181.230,61.740
-0.224,1.477,0.834,25.060,182.210,62.510
-0.271,1.499,0.861,18.620,173.950,65.800
-0.306,1.520,0.778,16.310,165.200,72.940
-0.332,1.524,0.610,10.500,165.060,78.750
-0.350,1.499,0.395,11.970,176.820,85.120
-0.406,1.514,0.344,15.470,189.770,95.200
-0.457,1.489,0.359,21.980,203.910,106.120
-0.496,1.281,0.472,58.310,212.660,115.990
-0.538,1.282,0.676,46.270,213.220,118.230
-0.591,1.176,0.834,49.280,218.050,117.530
-0.652,1.085,0.898,46.130,213.920,113.540
-0.661,0.962,1.008,36.750,204.820,102.620
-0.631,0.870,1.046,-11.760,195.160,81.480
-0.582,0.922,0.974,-31.010,190.050,72.590
-0.547,1.082,0.951,-45.570,183.400,76.720
-0.533,1.172,0.911,-48.650,179.200,86.800
-0.547,1.140,0.888,-44.520,176.330,96.390
-0.586,1.021,0.870,-39.900,174.930,97.930
-0.629,0.959,0.834,-27.720,177.310,97.860
-0.686,0.947,0.853,-5.110,183.750,98.420
-0.712,0.997,1.092,-10.640,185.430,100.450
-0.730,0.891,1.161,-30.310,181.440,89.670
-0.753,0.930,1.360,-82.740,169.890,82.950
-0.767,0.982,1.370,-107.170,152.390,77.560
-0.735,0.944,1.457,-112.490,132.020,69.020
-0.726,1.082,1.392,-119.980,117.740,77.980
-0.738,1.125,1.341,-117.320,110.740,84.070
-0.735,1.045,1.399,-123.830,103.110,82.320
-0.735,1.038,1.504,-132.020,87.360,79.380
-0.710,1.114,1.545,-140.070,70.700,82.180
-0.696,1.193,1.527,-140.840,54.250,94.360
-0.680,1.191,1.453,-138.180,41.230,105.280
-0.658,1.093,1.372,-135.940,34.230,111.930
-0.642,0.975,1.357,-135.520,26.600,113.820
-0.641,0.887,1.378,-138.110,18.830,114.030
-0.628,0.798,1.376,-143.990,11.550,111.300
-0.607,0.761,1.365,-151.060,7.210,107.100
-0.607,0.739,1.410,-164.990,-15.400,103.250
-0.624,0.825,1.490,-149.310,-12.670,108.570
-0.654,0.850,1.525,-134.820,-30.730,115.570
-0.670,0.738,1.415,-132.510,-41.720,114.100
-0.662,0.656,1.324,-138.810,-43.260,109.130
-0.665,0.617,1.388,-145.180,-47.740,103.810
-0.685,0.568,1.464,-151.060,-61.600,92.540
-0.663,0.497,1.410,-157.360,-74.620,82.250
-0.653,0.486,1.292,-163.940,-77.070,73.290
-0.633,0.504,1.249,-169.470,-75.880,66.220
-0.621,0.543,1.293,-176.330,-77.910,61.600
-0.617,0.593,1.333,-177.800,-82.530,63.000
-0.606,0.610,1.346,-168.070,-91.420,67.620
-0.616,0.594,1.310,-155.750,-95.830,72.590
-0.626,0.550,1.295,-148.610,-97.230,78.610
-0.625,0.446,1.318,-139.580,-101.290,80.570
-0.615,0.325,1.315,-136.360,-104.860,75.320
-0.595,0.264,1.371,-128.730,-110.670,66.640
-0.590,0.272,1.389,-121.240,-119.070,60.340
-0.594,0.283,1.403,-107.660,-131.040,56.630
-0.587,0.264,1.324,-101.360,-139.720,54.320
-0.574,0.235,1.212,-90.860,-143.570,52.430
-0.577,0.178,1.156,-86.590,-144.550,47.530
-0.579,0.112,1.100,-88.060,-142.800,36.610
-0.570,0.086,1.039,-95.970,-137.970,26.950
-0.542,0.082,1.010,-110.460,-125.440,16.170
-0.506,0.100,1.057,-126.490,-117.320,6.650
-0.483,0.159,1.172,-132.440,-114.450,1.960
-0.468,0.202,1.274,-123.480,-117.740,4.340
-0.450,0.168,1.343,-111.860,-129.080,5.460
-0.430,0.077,1.342,-99.190,-136.850,0.630
-0.407,0.039,1.339,-86.240,-145.460,-5.110
-0.396,0.045,1.294,-77.140,-156.100,-7.560
-0.385,0.065,1.114,-69.090,-158.830,-7.280
-0.383,0.071,1.050,-59.570,-156.520,-4.410
-0.378,-0.007,1.058,-51.310,-159.390,-6.440
-0.349,-0.078,0.989,-53.550,-161.560,-13.790
-0.330,-0.082,0.888,-55.510,-156.030,-21.630
-0.294,-0.036,0.853,-54.390,-147.700,-24.570
-0.257,-0.014,0.929,-53.690,-143.570,-27.930
-0.210,0.025,0.950,-52.570,-146.650,-28.280
-0.180,0.090,0.855,-47.880,-146.510,-24.710
-0.164,0.084,0.799,-42.350,-141.330,-22.540
-0.138,0.049,0.780,-38.850,-137.550,-22.470
-0.138,0.036,0.769,-32.830,-133.840,-20.230
-0.122,-0.004,0.788,-27.790,-131.530,-19.530
-0.102,-0.092,0.817,-28.770,-131.670,-26.670
-0.077,-0.145,0.793,-36.400,-130.620,-33.320
-0.039,-0.149,0.762,-42.770,-123.760,-39.340
-0.003,-0.112,0.821,-51.310,-123.830,-42.630
0.027,-0.090,0.809,-54.880,-124.530,-43.890
0.060,-0.128,0.791,-55.440,-123.620,-49.420
0.100,-0.113,0.779,-57.260,-124.460,-54.670
0.107,-0.016,0.722,-54.530,-125.300,-53.130
0.125,0.001,0.632,-48.720,-122.500,-48.720
0.142,-0.097,0.588,-44.380,-116.200,-51.940
0.145,-0.177,0.598,-46.690,-113.610,-62.160
0.154,-0.144,0.575,-49.490,-110.950,-64.120
0.150,-0.147,0.563,-46.480,-109.130,-65.590
0.143,-0.219,0.535,-46.970,-108.220,-72.800
0.147,-0.241,0.474,-52.150,-103.460,-85.260
0.165,-0.168,0.452,-52.920,-97.580,-88.690
0.199,-0.118,0.468,-50.610,-94.920,-91.140
0.223,-0.079,0.449,-48.790,-94.290,-92.750
0.238,-0.020,0.389,-44.100,-89.880,-91.840
0.253,0.007,0.370,-38.150,-84.560,-89.530
0.264,0.005,0.360,-30.520,-81.410,-87.990

-0.193,1.834,0.715,78.050,176.610,-163.940
-0.171,2.119,0.716,87.430,148.540,-132.230
-0.149,2.174,0.421,144.550,112.420,-95.550
-0.167,2.047,0.103,139.300,104.860,-60.970
-0.183,1.508,-0.223,145.320,116.130,-65.870
-0.222,1.225,-0.393,138.180,150.080,-89.110
-0.311,1.206,-0.353,107.030,177.940,-113.050
-0.364,1.428,-0.170,81.480,195.440,-126.280
-0.370,1.862,0.102,88.340,195.720,-117.740
-0.367,2.101,0.268,95.760,184.730,-99.680
-0.380,2.221,0.238,95.060,169.680,-77.910
-0.393,2.239,0.093,87.570,168.980,-56.420
-0.381,2.180,-0.014,86.520,174.580,-33.880
-0.363,2.074,-0.030,86.800,182.840,-19.530
-0.372,1.989,0.020,89.250,188.720,-8.890
-0.423,1.895,0.046,99.610,195.300,-4.060
-0.445,1.922,0.101,131.460,201.670,8.190
-0.478,1.897,0.273,104.860,199.990,8.260
-0.529,1.780,0.346,96.740,194.180,2.800
-0.564,1.820,0.347,94.010,187.530,3.150
-0.558,1.819,0.357,61.320,183.960,2.800
-0.526,1.786,0.320,47.180,184.100,1.190
-0.495,1.828,0.310,37.870,187.950,5.530
-0.470,1.920,0.377,32.200,190.120,15.190
-0.461,1.973,0.499,28.630,184.590,30.660
-0.451,1.954,0.552,25.620,171.710,46.200
-0.433,1.897,0.390,30.450,159.390,60.620
-0.413,1.894,0.214,35.280,159.320,77.490
-0.405,1.967,-0.086,116.690,172.550,112.210
-0.457,1.937,-0.064,91.840,186.760,129.220
-0.507,1.713,0.051,101.990,202.580,132.370
-0.622,1.659,0.339,100.310,202.930,137.970
-0.633,1.502,0.527,105.700,189.280,133.350
-0.605,1.376,0.564,96.320,179.970,120.120
-0.578,1.439,0.583,77.420,175.490,117.110
-0.535,1.494,0.599,68.740,164.360,116.830
-0.486,1.537,0.543,64.330,155.750,120.750
-0.448,1.552,0.445,54.180,150.990,126.770
-0.436,1.484,0.291,49.560,150.850,128.940
-0.432,1.405,0.180,34.020,156.940,125.790
-0.454,1.383,0.147,17.990,168.210,120.610
-0.477,1.407,0.346,16.800,165.900,119.980
-0.474,1.415,0.426,21.980,153.650,121.030
-0.448,1.355,0.344,48.580,142.940,121.590
-0.452,1.230,0.261,32.200,144.760,114.100
-0.448,1.059,0.280,10.570,146.790,96.600
-0.414,0.983,0.360,0.140,147.000,77.350
-0.366,1.064,0.481,-7.770,142.030,61.880
-0.321,1.275,0.559,-18.550,134.050,58.030
-0.263,1.448,0.590,-38.850,127.190,61.600
-0.271,1.614,0.582,-40.250,129.430,74.690
-0.245,1.611,0.775,-38.570,118.090,80.220
-0.226,1.578,0.815,-43.610,105.840,83.370
-0.225,1.591,0.748,-47.810,101.710,90.300
-0.229,1.584,0.746,-46.270,97.510,93.940
-0.226,1.570,0.814,-44.100,88.270,95.200
-0.236,1.591,0.834,-41.720,74.270,98.350
-0.222,1.581,0.772,-44.520,62.020,103.110
-0.219,1.542,0.645,-51.170,56.350,103.950
-0.213,1.537,0.540,-57.960,56.140,104.580
-0.236,1.555,0.547,-61.740,55.230,107.590
-0.233,1.542,0.628,-67.760,47.250,109.200
-0.223,1.524,0.628,-73.850,40.600,111.230
-0.223,1.566,0.630,-80.430,35.770,116.830
-0.216,1.542,0.627,-86.800,31.010,120.610
-0.235,1.488,0.683,-97.580,26.670,121.870
-0.221,1.459,0.736,-103.460,18.620,122.220
-0.223,1.508,0.737,-108.850,9.240,128.730
-0.228,1.503,0.673,-108.710,1.260,135.170
-0.226,1.416,0.555,-111.160,3.780,134.960
-0.245,1.375,0.621,-114.870,4.130,134.120
-0.235,1.389,0.716,-119.490,-0.630,137.270
-0.223,1.388,0.798,-125.510,-9.170,140.420
-0.217,1.338,0.848,-131.180,-23.520,140.840
-0.186,1.296,0.792,-143.150,-38.430,144.200
-0.182,1.183,0.595,-146.650,-35.630,138.180
-0.191,1.089,0.564,-143.500,-23.800,133.210
-0.175,1.140,0.890,-141.890,-37.520,133.630
-0.198,1.186,0.950,-135.660,-61.390,139.090
-0.192,1.101,0.773,-129.500,-76.440,139.230
-0.197,0.928,0.526,-135.800,-71.190,134.050
-0.192,0.855,0.451,-139.790,-56.280,128.660
-0.177,0.810,0.564,-137.270,-51.450,120.890
-0.142,0.809,0.667,-129.150,-53.340,111.020
-0.128,0.895,0.705,-118.370,-56.910,107.170
-0.103,1.109,0.773,-110.740,-63.140,110.880
-0.096,1.003,0.846,-113.820,-70.700,114.100
-0.082,0.944,0.874,-114.030,-84.350,113.190
-0.074,0.892,0.779,-113.400,-89.110,112.910
-0.070,0.875,0.737,-76.090,-92.680,116.970
-0.056,0.809,0.759,-50.330,-96.250,117.670
-0.045,0.725,0.757,-50.190,-99.750,112.840
-0.020,0.719,0.722,-49.210,-108.920,108.570
-0.018,0.761,0.602,-46.340,-109.620,111.300
-0.008,0.725,0.521,-37.870,-104.510,111.790
-0.003,0.637,0.572,-34.020,-102.830,108.430
0.019,0.606,0.629,-32.620,-112.560,105.770
0.022,0.570,0.532,-35.420,-116.690,102.690
0.038,0.561,0.419,-37.100,-114.730,103.180
0.031,0.502,0.384,-45.850,-108.850,103.880
0.054,0.360,0.427,-53.690,-108.220,98.700
0.116,0.218,0.424,-72.730,-111.580,85.680
0.151,0.158,0.325,-76.650,-107.030,70.490
0.188,0.206,0.264,-79.240,-97.580,60.270
0.220,0.325,0.313,-81.410,-92.400,60.690
0.232,0.342,0.361,-82.110,-91.700,63.140
0.222,0.246,0.351,-91.420,-89.810,59.570
0.220,0.134,0.328,-106.680,-85.610,42.140
0.244,0.130,0.296,-128.030,-79.380,28.560
0.284,0.245,0.330,-142.450,-72.590,22.470
0.310,0.368,0.432,-145.250,-70.210,24.290
0.342,0.384,0.497,-140.280,-74.970,27.370
0.357,0.329,0.533,-136.710,-80.990,27.580
0.363,0.275,0.509,-133.420,-84.630,24.710
0.368,0.245,0.483,-131.320,-83.720,21.910
0.372,0.234,0.530,-130.550,-85.470,19.390
0.379,0.222,0.563,-126.630,-91.350,15.680
0.382,0.231,0.508,-125.790,-95.620,12.530
0.383,0.259,0.410,-121.520,-93.380,14.070

-0.018,1.464,-1.006,60.410,73.710,-185.710
-0.046,1.569,-0.918,66.570,77.700,-174.370
-0.076,1.569,-0.927,72.170,78.680,-165.900
-0.148,1.544,-1.004,70.910,85.750,-160.300
-0.219,1.520,-1.084,67.270,96.740,-155.190
-0.272,1.537,-1.111,62.020,108.640,-151.900
-0.334,1.583,-1.124,55.860,123.270,-143.500
-0.341,1.562,-1.155,36.050,139.930,-136.290
-0.369,1.456,-1.106,63.140,159.950,-138.880
-0.379,1.498,-0.860,63.140,165.970,-141.190
-0.327,1.573,-0.726,70.630,157.640,-143.080
-0.297,1.735,-0.777,73.290,159.600,-131.950
-0.285,1.913,-0.792,68.250,168.070,-113.540
-0.250,1.932,-0.732,56.770,174.790,-99.330
-0.244,1.941,-0.757,45.780,181.090,-89.530
-0.284,2.017,-0.777,42.560,198.170,-69.230
-0.310,2.088,-0.558,42.490,207.480,-53.060
-0.320,2.072,-0.171,42.630,194.320,-39.480
-0.303,2.022,-0.055,37.310,173.880,-27.020
-0.268,1.893,-0.197,26.390,163.800,-20.930
-0.224,1.770,-0.376,18.690,169.190,-17.360
-0.183,1.775,-0.405,13.930,174.860,-7.490
-0.153,1.724,-0.376,11.900,176.330,2.310
-0.166,1.599,-0.363,11.060,172.760,7.910
-0.184,1.394,-0.496,12.320,177.590,5.180
-0.227,1.301,-0.574,17.220,202.650,-1.260
-0.230,1.343,-0.280,20.580,205.100,-4.130
-0.201,1.477,-0.183,24.290,200.340,2.310
-0.184,1.527,-0.241,30.660,208.040,15.330
-0.238,1.401,-0.061,29.960,211.750,19.740
-0.230,1.173,0.204,27.090,195.300,11.970
-0.236,0.953,0.243,19.250,171.500,-6.440
-0.203,0.897,0.113,9.590,167.930,-23.520
-0.169,0.994,0.086,-16.310,171.150,-31.780
-0.137,1.162,0.200,-6.020,166.460,-31.710
-0.129,1.205,0.228,-9.870,158.620,-32.340
-0.136,1.225,0.160,-11.340,157.570,-34.720
-0.130,1.273,0.202,-9.940,157.710,-35.840
-0.115,1.455,0.279,-10.010,148.680,-29.750
-0.091,1.517,0.132,-7.420,142.030,-22.890
-0.098,1.507,0.032,-7.490,147.070,-18.900
-0.094,1.517,0.047,-8.750,151.970,-13.720
-0.118,1.537,0.161,-8.540,152.390,-9.870
-0.008,1.548,0.417,-12.250,140.210,-8.190
-0.202,1.562,0.488,-21.840,129.780,0.210
-0.187,1.538,0.630,-21.000,103.460,-2.100
-0.124,1.459,0.534,-30.310,82.740,-7.070
-0.116,1.672,0.323,-40.600,78.260,7.140
-0.121,1.738,0.159,-39.060,77.560,20.650
-0.129,1.686,0.118,-31.150,75.600,27.860
-0.140,1.715,0.095,-17.640,68.390,43.260
-0.168,1.767,-0.009,-3.850,61.950,59.780
-0.190,1.632,-0.174,5.950,62.650,67.760
-0.219,1.444,-0.356,13.370,77.420,65.730
-0.239,1.377,-0.329,11.060,90.580,61.740
-0.273,1.433,-0.110,-15.260,91.700,63.700
-0.298,1.432,0.113,-13.090,80.780,64.260
-0.307,1.364,0.362,-32.270,61.320,59.010
-0.257,1.364,0.265,-54.530,44.800,54.110
-0.228,1.459,0.124,-74.410,37.730,58.310
-0.213,1.601,0.005,-94.500,38.710,67.690
-0.204,1.665,-0.004,-106.750,38.990,79.800
-0.193,1.648,-0.015,-105.980,31.080,87.920
-0.219,1.636,-0.095,-105.420,30.450,97.440
-0.219,1.684,-0.157,-93.450,34.020,111.370
-0.232,1.593,-0.101,-87.710,33.810,120.680
-0.217,1.404,-0.055,-88.410,32.200,119.700
-0.224,1.305,-0.062,-91.560,34.370,115.710
-0.205,1.317,-0.020,-90.790,35.490,116.620
-0.159,1.347,0.063,-86.170,37.100,120.750
-0.153,1.395,0.259,-94.080,28.350,128.310
-0.117,1.300,0.097,-83.720,26.880,135.240
-0.127,1.123,0.020,-91.700,39.620,125.020
-0.112,1.205,0.310,-94.010,43.120,121.940
-0.072,1.365,0.512,-99.190,23.660,126.980
-0.055,1.491,0.432,-102.200,9.590,143.850
-0.059,1.418,0.259,-102.760,10.500,153.020
-0.066,1.268,0.236,-105.700,17.710,155.960
-0.075,1.163,0.414,-113.960,14.420,155.540
-0.073,1.085,0.481,-118.580,3.990,152.530
-0.060,1.037,0.457,-125.720,-4.200,147.490
-0.042,1.016,0.390,-128.870,-8.680,144.900
-0.018,0.997,0.333,-134.050,-9.380,142.380
0.023,1.005,0.338,-137.410,-9.030,142.660
0.036,1.012,0.364,-141.190,-9.240,145.670
0.043,0.952,0.420,-144.550,-12.600,145.880
0.058,0.885,0.437,-149.380,-20.020,142.450
0.090,0.849,0.409,-154.140,-20.720,138.950
0.102,0.839,0.450,-158.480,-21.420,137.830
0.125,0.814,0.520,-162.050,-28.070,137.620
0.145,0.776,0.534,-164.430,-36.890,137.410
0.144,0.699,0.461,-164.150,-44.520,136.430
0.142,0.581,0.399,-164.780,-46.480,129.990
0.125,0.450,0.365,-164.850,-46.690,115.850
0.143,0.401,0.338,-162.120,-43.190,104.230
0.173,0.414,0.366,-139.090,-39.130,95.760
0.195,0.474,0.499,-94.080,-48.230,90.650
0.264,0.574,0.493,-76.370,-52.780,93.240
0.271,0.608,0.435,-70.630,-53.760,95.060
0.289,0.586,0.393,-64.890,-51.450,96.250
0.283,0.579,0.410,-60.900,-51.030,98.700
0.248,0.506,0.409,-56.840,-52.640,97.650
0.235,0.405,0.407,-55.440,-53.760,86.800
0.246,0.327,0.398,-56.490,-54.670,76.300
0.269,0.355,0.407,-58.940,-54.530,70.280
0.325,0.367,0.432,-63.700,-57.050,64.540
0.349,0.381,0.415,-69.790,-58.030,59.570
0.379,0.435,0.380,-74.130,-56.140,60.060
0.405,0.463,0.399,-72.800,-54.250,63.350
0.406,0.413,0.450,-73.150,-56.210,61.740
0.421,0.386,0.463,-74.830,-58.380,59.290
0.428,0.408,0.457,-77.070,-58.940,58.310
0.441,0.462,0.488,-80.150,-60.900,61.600
0.440,0.483,0.512,-85.120,-64.890,67.270
0.415,0.384,0.503,-88.900,-67.410,67.060
0.406,0.267,0.489,-92.190,-70.210,60.410
0.409,0.224,0.429,-93.240,-69.090,52.850
0.410,0.242,0.457,-92.050,-67.970,48.230
0.431,0.244,0.535,-92.820,-72.170,42.000

-0.214,1.068,-1.423,-18.410,-4.620,-239.120
-0.285,1.261,-1.482,-16.520,16.730,-232.120
-0.263,1.391,-1.454,-7.210,31.080,-214.830
-0.239,1.399,-1.428,11.550,49.000,-205.450
-0.285,1.286,-1.210,16.030,74.550,-209.300
-0.281,1.241,-0.941,16.240,78.680,-218.470
-0.258,1.418,-0.814,18.480,78.820,-221.550
-0.242,1.594,-0.759,20.370,79.450,-215.180
-0.213,1.720,-0.763,21.350,80.570,-206.360
-0.179,1.821,-0.823,25.480,83.440,-194.670
-0.168,1.894,-0.900,30.030,88.200,-178.010
-0.158,1.915,-0.969,37.450,97.720,-166.110
-0.107,1.923,-0.951,46.200,106.120,-155.960
-0.042,1.943,-0.901,55.650,115.080,-144.620
-0.003,1.954,-0.838,60.410,124.390,-132.580
0.041,1.962,-0.723,59.850,126.350,-113.610
0.072,1.908,-0.686,56.490,124.670,-101.010
0.079,1.821,-0.728,50.330,126.840,-91.630
0.067,1.733,-0.750,44.310,127.610,-84.910
0.042,1.665,-0.807,33.670,128.240,-77.840
0.017,1.550,-0.951,26.880,139.650,-78.190
-0.028,1.477,-1.036,24.430,161.840,-86.030
-0.065,1.535,-0.806,25.970,184.870,-93.100
-0.074,1.735,-0.523,29.050,183.820,-90.300
-0.079,1.878,-0.367,26.250,176.330,-76.300
-0.047,1.910,-0.330,20.930,169.540,-64.540
-0.016,1.838,-0.379,14.140,171.710,-55.790
-0.001,1.802,-0.341,8.050,171.710,-44.520
-0.008,1.742,-0.335,2.520,170.590,-30.800
-0.035,1.575,-0.382,3.080,174.230,-26.950
-0.093,1.476,-0.392,6.020,187.740,-26.460
-0.180,1.419,-0.194,11.200,194.320,-28.840
-0.202,1.392,0.047,12.250,190.680,-35.490
-0.196,1.465,0.217,5.460,176.540,-36.260
-0.171,1.570,0.228,-2.310,161.980,-29.960
-0.155,1.599,0.126,-10.290,157.710,-21.700
-0.148,1.525,0.171,-16.030,152.250,-18.620
-0.136,1.422,0.184,-21.280,143.360,-20.020
-0.129,1.460,0.095,-21.490,139.020,-17.150
-0.115,1.513,-0.002,-15.820,146.230,-12.040
-0.109,1.541,0.103,-8.890,148.750,-7.140
-0.144,1.544,0.252,-5.600,145.530,-0.070
-0.155,1.474,0.420,-7.840,130.270,-0.140
-0.152,1.417,0.376,-8.330,106.400,-2.870
-0.184,1.449,0.182,-8.400,102.970,-0.350
-0.198,1.470,0.111,-7.140,101.780,5.530
-0.193,1.447,0.115,-7.980,96.180,8.330
-0.193,1.439,0.089,-11.690,90.720,11.200
-0.164,1.426,0.016,-18.970,90.090,11.480
-0.203,1.532,-0.053,-7.210,97.300,25.900
-0.195,1.412,0.100,2.520,89.530,23.380
-0.168,1.444,0.083,2.450,86.100,27.930
-0.193,1.491,0.097,2.870,89.250,37.100
-0.199,1.368,0.316,5.040,70.980,36.330
-0.195,1.233,0.265,4.130,55.230,28.070
-0.192,1.278,0.090,-0.420,52.150,27.160
-0.183,1.362,-0.003,-9.100,52.010,35.000
-0.193,1.293,-0.081,-15.680,55.160,35.910
-0.212,1.206,-0.130,-17.640,61.810,31.850
-0.225,1.233,-0.036,-20.790,66.850,30.520
-0.208,1.335,0.151,-27.160,62.090,34.300
-0.200,1.353,0.229,-34.020,51.030,36.540
-0.204,1.322,0.189,-37.520,48.090,34.160
-0.189,1.383,0.179,-42.980,46.270,35.210
-0.167,1.602,0.180,-43.400,41.930,51.870
-0.154,1.677,0.157,-39.760,39.200,69.160
-0.177,1.609,0.180,-36.610,36.190,81.970
-0.222,1.458,0.201,-37.170,30.170,86.310
-0.244,1.310,0.141,-38.010,27.790,82.670
-0.251,1.275,0.089,-36.610,27.510,80.500
-0.244,1.331,0.035,-33.740,28.700,82.250
-0.242,1.382,-0.012,-29.890,35.350,86.520
-0.249,1.375,0.032,-27.020,38.150,89.670
-0.246,1.340,0.090,-26.880,37.450,89.740
-0.240,1.331,0.115,-30.030,35.700,89.180
-0.222,1.362,0.156,-34.370,32.410,91.140
-0.202,1.393,0.145,-40.320,31.290,94.990
-0.188,1.392,0.136,-48.300,33.040,100.870
-0.175,1.395,0.180,-53.970,32.410,106.610
-0.160,1.378,0.194,-57.470,28.350,112.910
-0.159,1.333,0.170,-61.670,29.680,117.180
-0.172,1.264,0.232,-66.920,30.660,118.370
-0.168,1.198,0.352,-69.720,23.800,117.390
-0.169,1.175,0.408,-71.890,13.440,116.830
-0.159,1.139,0.381,-74.340,1.890,116.130
-0.120,1.067,0.310,-78.470,-2.100,110.390
-0.083,1.068,0.227,-84.490,1.050,103.530
